Variable name:,fake_df_mpi_6a
Variable type:,real(8),  0,(e25.17e3)
Variable rank:,  2
Variable dims:,      1008,         7





 0.33892071495300002E+000, 0.10000000000000000E+001, 0.18778593628221245E+001, 0.10566523287534597E+001, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.71589842367548384E+000
 0.31422817885999998E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.18715903940009165E+000, 0.10000000000000000E+001, 0.24222449137439535E+001, 0.11813774917932778E+001
 0.66878864200099997E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.41970169647223277E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.41836764914746144E+000
 0.53015350863999999E+000, 0.10000000000000000E+001, 0.63193074487040068E+000, 0.50085171762559144E+000, 0.10000000000000000E+001, 0.89539183113998089E+001, 0.27454739177900347E+001
 0.18063566084499999E+000, 0.10000000000000000E+001, 0.79415795620905127E+000, 0.39826184817615218E+000, 0.10000000000000000E+001, 0.15397680042146216E+001, 0.96341683486718632E+000
 0.36952411491199999E+000, 0.10000000000000000E+001, 0.11636477023680973E+001, 0.83707135531083188E+000, 0.10000000000000000E+001, 0.95796213422989638E+001, 0.29185627635497600E+001
 0.38621327900600000E+000, 0.10000000000000000E+001, 0.94388623597339782E+000, 0.64003305807032573E+000, 0.10000000000000000E+001, 0.86613775312436725E+000, 0.80903843301769396E+000
 0.40067826108999999E+000, 0.10000000000000000E+001, 0.77995621374865354E+000, 0.50861021886703950E+000, 0.10000000000000000E+001, 0.43019221914752526E+000, 0.57312928344209069E+000
 0.75343848002299996E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.46620633424663172E+000, 0.10000000000000000E+001, 0.12350227670744598E+002, 0.33174648854663573E+001
 0.68312111970000000E+000, 0.10000000000000000E+001, 0.23251204558670300E+001, 0.14872756061222459E+001, 0.10000000000000000E+001, 0.68284512136318076E+000, 0.10531275848449242E+001
 0.20440823486900001E+000, 0.10000000000000000E+001, 0.22641500964209821E+000, 0.10742952987084181E+000, 0.10000000000000000E+001, 0.32273489407834557E+001, 0.13945049742056734E+001
 0.32618964315999997E-001, 0.10000000000000000E+001, 0.25094567680359838E+001, 0.12735279765865135E+001, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.80382907019492933E+000
 0.88275117173700002E+000, 0.10000000000000000E+001, 0.20271778509040352E+001, 0.14831120410033605E+001, 0.10000000000000000E+001, 0.38243051448084397E+001, 0.19058174885467514E+001
 0.89409074236300001E+000, 0.10000000000000000E+001, 0.21068729869361880E+001, 0.16365811222162057E+001, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.94089799078189051E+000
 0.45712588041600000E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.30335462451573414E+000, 0.10000000000000000E+001, 0.14861233036627763E+001, 0.90987879800264193E+000
 0.70472004550900003E+000, 0.10000000000000000E+001, 0.17553322806219183E+001, 0.13426394079686705E+001, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.83076831900383041E+000
 0.45132757154000003E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.30020182169947068E+000, 0.10000000000000000E+001, 0.74063178140080621E+000, 0.61566802114976693E+000
 0.35784123294100001E+000, 0.10000000000000000E+001, 0.52096614800482410E+000, 0.35160812125453167E+000, 0.10000000000000000E+001, 0.41975129034576559E+001, 0.17162303531463130E+001
 0.39403221490899998E+000, 0.10000000000000000E+001, 0.31361809687749078E+001, 0.22057885554913375E+001, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.11363707851533482E+001
 0.63307669976900005E+000, 0.10000000000000000E+001, 0.58177049582135631E+000, 0.52997493030079490E+000, 0.10000000000000000E+001, 0.17747295012284949E+001, 0.10878067100185047E+001
 0.83063289969400000E+000, 0.10000000000000000E+001, 0.18440845995560688E+001, 0.16514197644176269E+001, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.94626281706547677E+000
 0.41637503928100000E+000, 0.10000000000000000E+001, 0.93473236066169230E+000, 0.65140634823399823E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.53515249148475275E+000
 0.55536335973200002E+000, 0.10000000000000000E+001, 0.66177602963725046E+000, 0.58405580791653489E+000, 0.10000000000000000E+001, 0.95043778504780563E+000, 0.81907470610777999E+000
 0.67471889740000002E+000, 0.10000000000000000E+001, 0.38791661933792319E+001, 0.27184244870175895E+001, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.12973408437441165E+001
 0.93216329279099996E+000, 0.10000000000000000E+001, 0.22742072280619322E+000, 0.49449605736069802E+000, 0.10000000000000000E+001, 0.53136780111103532E+000, 0.61166905896661272E+000
 0.27816726773099998E+000, 0.10000000000000000E+001, 0.19023291660132615E+001, 0.10363509512279618E+001, 0.10000000000000000E+001, 0.10769439443816615E+001, 0.10297020002313182E+001
 0.82251229793199998E+000, 0.10000000000000000E+001, 0.69351192696349218E+000, 0.68151279504388562E+000, 0.10000000000000000E+001, 0.43545571880280054E+001, 0.18366616255389814E+001
 0.13281927254699999E+000, 0.10000000000000000E+001, 0.24632490841826078E+001, 0.16292982279395261E+001, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.93825569386728735E+000
