Variable name:,fake_df_mpi_6b
Variable type:,real(8),  0,(e25.17e3)
Variable rank:,  2
Variable dims:,      1008,         7





 0.33892071495300002E+000, 0.10000000000000000E+001, 0.18778593628221245E+001, 0.10708351091807540E+001, 0.10000000000000000E+001, 0.42512331987182367E+000, 0.81900208905417882E+000
 0.31422817885999998E+000, 0.10000000000000000E+001, 0.39518399524571585E+000, 0.27196437106080784E+000, 0.10000000000000000E+001, 0.29392727022938447E+001, 0.13304672706016345E+001
 0.66878864200099997E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.42149008764664986E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.37570599959216089E+000
 0.53015350863999999E+000, 0.10000000000000000E+001, 0.63193074487040068E+000, 0.53631523351455557E+000, 0.10000000000000000E+001, 0.89539183113998089E+001, 0.26753976774608805E+001
 0.18063566084499999E+000, 0.10000000000000000E+001, 0.79415795620905127E+000, 0.39767667783598282E+000, 0.10000000000000000E+001, 0.15397680042146216E+001, 0.94936214137169639E+000
 0.36952411491199999E+000, 0.10000000000000000E+001, 0.11636477023680973E+001, 0.87553479939335754E+000, 0.10000000000000000E+001, 0.95796213422989638E+001, 0.28475303365234872E+001
 0.38621327900600000E+000, 0.10000000000000000E+001, 0.94388623597339782E+000, 0.61396474564274039E+000, 0.10000000000000000E+001, 0.86613775312436725E+000, 0.79652558133432727E+000
 0.40067826108999999E+000, 0.10000000000000000E+001, 0.77995621374865354E+000, 0.53922015382885546E+000, 0.10000000000000000E+001, 0.43019221914752526E+000, 0.59144269329200694E+000
 0.75343848002299996E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.41936504540068020E+000, 0.10000000000000000E+001, 0.12350227670744598E+002, 0.32118066330895267E+001
 0.68312111970000000E+000, 0.10000000000000000E+001, 0.23251204558670300E+001, 0.15064229641332225E+001, 0.10000000000000000E+001, 0.68284512136318076E+000, 0.10668449965053548E+001
 0.20440823486900001E+000, 0.10000000000000000E+001, 0.22641500964209821E+000, 0.12464175935088923E+000, 0.10000000000000000E+001, 0.32273489407834557E+001, 0.13648304567557152E+001
 0.32618964315999997E-001, 0.10000000000000000E+001, 0.25094567680359838E+001, 0.12848548645959712E+001, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.78604555347371852E+000
 0.88275117173700002E+000, 0.10000000000000000E+001, 0.20271778509040352E+001, 0.15216967730711046E+001, 0.10000000000000000E+001, 0.38243051448084397E+001, 0.18846354117969844E+001
 0.89409074236300001E+000, 0.10000000000000000E+001, 0.21068729869361880E+001, 0.18012456118683156E+001, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.98387301371050673E+000
 0.45712588041600000E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.25410136896475438E+000, 0.10000000000000000E+001, 0.14861233036627763E+001, 0.87698298213278636E+000
