Variable name:,fake_df
Variable type:,real(8),  0,(e25.17e3)
Variable rank:,  2
Variable dims:,       700,         7





 0.33892071495300002E+000, 0.10000000000000000E+001, 0.84744859750375268E+000, 0.27799880777195896E+000, 0.10000000000000000E+001, 0.11076269783645212E+001, 0.71488082865428526E+000
 0.31422817885999998E+000, 0.10000000000000000E+001, 0.25374921103844703E+001, 0.13520901837547477E+001, 0.10000000000000000E+001, 0.87598648962716208E+001, 0.40488815355318071E+001
 0.66878864200099997E+000, 0.10000000000000000E+001, 0.95892808855855372E+000, 0.60183909281169079E+000, 0.10000000000000000E+001, 0.11533016802548044E+001, 0.88429138397684282E+000
 0.53015350863999999E+000, 0.10000000000000000E+001, 0.13812137890399685E+001, 0.65776007804460090E+000, 0.10000000000000000E+001, 0.10228984019945710E+001, 0.85218049984467881E+000
 0.18063566084499999E+000, 0.10000000000000000E+001, 0.31035154519179891E+001, 0.15746871269196627E+001, 0.10000000000000000E+001, 0.33821782012568962E+001, 0.21942219188063228E+001
 0.36952411491199999E+000, 0.10000000000000000E+001, 0.47816823295162241E+001, 0.31844235787030097E+001, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.15583447133134591E+001
 0.38621327900600000E+000, 0.10000000000000000E+001, 0.95448211645656122E+000, 0.35517636023564869E+000, 0.10000000000000000E+001, 0.87314802142708914E+000, 0.64408691073980129E+000
 0.40067826108999999E+000, 0.10000000000000000E+001, 0.91066788940422005E+000, 0.34154709896820978E+000, 0.10000000000000000E+001, 0.27814182492473094E+001, 0.14581999473845846E+001
 0.75343848002299996E+000, 0.10000000000000000E+001, 0.17610496898886767E+001, 0.10353137688930694E+001, 0.10000000000000000E+001, 0.88619289701438504E+001, 0.39716676494405077E+001
 0.68312111970000000E+000, 0.10000000000000000E+001, 0.93680473558314814E+000, 0.49207367817814740E+000, 0.10000000000000000E+001, 0.12507998141004717E+001, 0.87741486303713367E+000
 0.20440823486900001E+000, 0.10000000000000000E+001, 0.10060070248872492E+001, 0.28728867436213279E+000, 0.10000000000000000E+001, 0.36355088082732148E+001, 0.17782469408649781E+001
 0.32618964315999997E-001, 0.10000000000000000E+001, 0.15849800330326405E+001, 0.48405440872960681E+000, 0.10000000000000000E+001, 0.20293635462353290E+001, 0.12081295046380904E+001
 0.88275117173700002E+000, 0.10000000000000000E+001, 0.22739121565057685E+001, 0.13100243024082219E+001, 0.10000000000000000E+001, 0.25312065039600862E+001, 0.17581348076652112E+001
 0.89409074236300001E+000, 0.10000000000000000E+001, 0.16681429591349919E+001, 0.10618234621696161E+001, 0.10000000000000000E+001, 0.53384184806089667E+001, 0.27287935489713724E+001
 0.45712588041600000E+000, 0.10000000000000000E+001, 0.25528074521580035E+000, 0.83336284630654678E-001, 0.10000000000000000E+001, 0.26998788836776821E+000, 0.21097939597533591E+000
 0.70472004550900003E+000, 0.10000000000000000E+001, 0.25636881864651456E+000, 0.18079824248743404E+000, 0.10000000000000000E+001, 0.15091729315628038E+002, 0.57522648430393719E+001
 0.45132757154000003E+000, 0.10000000000000000E+001, 0.17402626474912446E+001, 0.10181044372861285E+001, 0.10000000000000000E+001, 0.30609986715627407E+002, 0.10719220549331592E+002
 0.35784123294100001E+000, 0.10000000000000000E+001, 0.10951987162059271E+001, 0.40872773321287292E+000, 0.10000000000000000E+001, 0.53177622756454757E+000, 0.50993163588094459E+000
 0.39403221490899998E+000, 0.10000000000000000E+001, 0.88065534690327818E+000, 0.68745448720547953E+000, 0.10000000000000000E+001, 0.38315710137639698E+001, 0.20154872929884751E+001
 0.63307669976900005E+000, 0.10000000000000000E+001, 0.12855821766882913E+001, 0.66300375507730780E+000, 0.10000000000000000E+001, 0.25570777082278090E+003, 0.62243615446855813E+002
 0.83063289969400000E+000, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.45899105620764619E+000, 0.10000000000000000E+001, 0.60839441206756573E+000, 0.57057871554439543E+000
 0.41637503928100000E+000, 0.10000000000000000E+001, 0.37660410474598360E+000, 0.11371191441431039E+000, 0.10000000000000000E+001, 0.49779349034811675E+001, 0.22288233110836684E+001
 0.55536335973200002E+000, 0.10000000000000000E+001, 0.68130846103723564E+000, 0.30888807517256334E+000, 0.10000000000000000E+001, 0.33263373627191748E+001, 0.16643415856356525E+001
 0.67471889740000002E+000, 0.10000000000000000E+001, 0.64465147311565107E+000, 0.34919358657592936E+000, 0.10000000000000000E+001, 0.40988709556735801E+001, 0.19842762720799851E+001
 0.93216329279099996E+000, 0.10000000000000000E+001, 0.97642329488127066E+000, 0.64317995465067956E+000, 0.10000000000000000E+001, 0.27268938527610722E+002, 0.96370688356739045E+001
 0.27816726773099998E+000, 0.10000000000000000E+001, 0.29214496919574926E+001, 0.13231126511339149E+001, 0.10000000000000000E+001, 0.43051659200832342E+001, 0.24448138113405733E+001
 0.82251229793199998E+000, 0.10000000000000000E+001, 0.34160973863767269E+000, 0.27437246943936544E+000, 0.10000000000000000E+001, 0.61546583090263409E+001, 0.27307502368759282E+001
